"","Symbol","Name","LastSale","MarketCap","Sector","industry"
"2407","CBFV","CB Financial Services, Inc.","25.85","$140.42M","Finance","Major Banks"
"2408","CBAT","CBAK Energy Technology, Inc.","1.04","$27.71M","Miscellaneous","Industrial Machinery/Components"
"2409","CBMB","CBM Bancorp, Inc.","12.95","$54.8M","Finance","Savings Institutions"
"2410","CBTX","CBTX, Inc.","33.74","$840.36M","Finance","Major Banks"
"2411","CDK","CDK Global, Inc.","58.78","$7.33B","Miscellaneous","Business Services"
"2412","CDW","CDW Corporation","94.83","$14.22B","Consumer Services","Catalog/Specialty Distribution"
"2413","CECE","CECO Environmental Corp.","7.84","$274.01M","Capital Goods","Pollution Control Equipment"
"2414","CELC","Celcuity Inc.","22.01","$223.6M","Health Care","Medical Specialities"
"2415","CELG","Celgene Corporation","85.96","$60.26B","Health Care","Major Pharmaceuticals"
"2416","CLDX","Celldex Therapeutics, Inc.","5.34","$61.4M","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"2417","CLRB","Cellectar Biosciences, Inc.","2.05","$9.75M","Health Care","Major Pharmaceuticals"
"2418","CLLS","Cellectis S.A.","19.54","$829.08M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2419","CBMG","Cellular Biomedicine Group, Inc.","19.11","$345.53M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2420","CLSN","Celsion Corporation","2.1763","$40.77M","Health Care","Major Pharmaceuticals"
"2421","CELH","Celsius Holdings, Inc.","3.61","$184.58M","Consumer Non-Durables","Beverages (Production/Distribution)"
"2422","CYAD","Celyad SA","20.9","$249.59M","Health Care","Major Pharmaceuticals"
"2423","CETX","Cemtrex Inc.","0.6","$8.49M","Capital Goods","Industrial Machinery/Components"
"2424","CDEV","Centennial Resource Development, Inc.","9.27","$2.56B","Energy","Oil & Gas Production"
"2425","CSFL","CenterState Bank Corporation","26.46","$2.53B","Finance","Major Banks"
"2426","CETV","Central European Media Enterprises Ltd.","3.53","$892.57M","Consumer Services","Broadcasting"
"2427","CFBK","Central Federal Corporation","12.83","$55.2M","Finance","Savings Institutions"
"2428","CENT","Central Garden & Pet Company","31.73","$1.84B","Consumer Durables","Consumer Specialties"
"2429","CVCY","Central Valley Community Bancorp","19.55","$268.91M","Finance","Major Banks"
"2430","CTRC","Centric Brands Inc.","4.12","$240.34M","Consumer Non-Durables","Apparel"
"2431","CENX","Century Aluminum Company","8.93","$786.76M","Basic Industries","Aluminum"
"2432","CNBKA","Century Bancorp, Inc.","78.3","$435.97M","Finance","Major Banks"
"2433","CNTY","Century Casinos, Inc.","8.51","$250.53M","Consumer Services","Hotels/Resorts"
"2434","CRNT","Ceragon Networks Ltd.","3.84","$300.94M","Technology","Radio And Television Broadcasting And Communications Equipment"
"2435","CERC","Cerecor Inc.","6.18","$252.17M","Health Care","Major Pharmaceuticals"
"2436","CERN","Cerner Corporation","55.95","$18.15B","Technology","EDP Services"
"2437","CERS","Cerus Corporation","6.85","$929.47M","Health Care","Medical/Dental Instruments"
"2438","KOOL","Cesca Therapeutics Inc.","0.3545","$7.67M","Capital Goods","Medical Specialities"
"2439","CEVA","CEVA, Inc.","28.29","$619.62M","Technology","Semiconductors"
"2440","CFFA","CF Finance Acquisition Corp.","9.85","$278.35M","Finance","Business Services"
"2441","CSBR","Champions Oncology, Inc.","11.42","$130.19M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2442","CYOU","Changyou.com Limited","19.75","$1.04B","Technology","Computer Software: Prepackaged Software"
"2443","BURG","Chanticleer Holdings, Inc.","1.885","$7M","Consumer Services","Restaurants"
"2444","CTHR","Charles & Colvard Ltd.","1.05","$22.68M","Consumer Durables","Consumer Specialties"
"2445","GTLS","Chart Industries, Inc.","88.98","$2.78B","Capital Goods","Metal Fabrications"
"2446","CHTR","Charter Communications, Inc.","346.58","$78.1B","Consumer Services","Television Services"
"2447","CTAC","ChaSerg Technology Acquisition Corp.","9.79","$275.49M","Finance","Business Services"
"2448","CHKP","Check Point Software Technologies Ltd.","121.3","$19.29B","Technology","Computer Software: Prepackaged Software"
"2449","CHEK","Check-Cap Ltd.","1.98","$10.55M","Health Care","Medical Electronics"
"2450","CKPT","Checkpoint Therapeutics, Inc.","3.2","$108.95M","Health Care","Major Pharmaceuticals"
"2451","CEMI","Chembio Diagnostics, Inc.","6.89","$118.42M","Health Care","Major Pharmaceuticals"
"2452","CHFC","Chemical Financial Corporation","46.28","$3.31B","Finance","Major Banks"
"2453","CCXI","ChemoCentryx, Inc.","10.78","$562.63M","Health Care","Major Pharmaceuticals"
"2454","CHMG","Chemung Financial Corp","46.75","$226.97M","Finance","Major Banks"
"2455","CHKE","Cherokee Inc.","0.73","$10.38M","Consumer Non-Durables","Apparel"
"2456","CHFS","CHF Solutions, Inc.","9.055","$4.65M","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"2457","CHMA","Chiasma, Inc.","4.37","$106.76M","Health Care","Major Pharmaceuticals"
"2458","CSSE","Chicken Soup for the Soul Entertainment, Inc.","7.38","$85.72M","Consumer Services","Movies/Entertainment"
"2459","PLCE","Children&#39;s Place, Inc. (The)","94.6","$1.53B","Consumer Services","Clothing/Shoe/Accessory Stores"
"2460","CMRX","Chimerix, Inc.","2.29","$116.16M","Health Care","Major Pharmaceuticals"
"2461","CADC","China Advanced Construction Materials Group, Inc.","2.7","$15.08M","Basic Industries","Engineering & Construction"
"2462","CAAS","China Automotive Systems, Inc.","3.63","$114.87M","Capital Goods","Auto Parts:O.E.M."
"2463","GLG","China Bat Group, Inc.","1.6599","$1.63M","Finance","Major Banks"
"2464","CBPO","China Biologic Products Holdings, Inc.","81","$3.19B","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2465","CCCL","China Ceramics Co., Ltd.","1.73","$9.78M","Capital Goods","Building Materials"
"2466","CCRC","China Customer Relations Centers, Inc.","12.51","$229.3M","Miscellaneous","Business Services"
"2467","JRJC","China Finance Online Co. Limited","1.31","$30.94M","Finance","Investment Bankers/Brokers/Service"
"2468","HGSH","China HGS Real Estate, Inc.","1.0862","$48.93M","Finance","Real Estate"
"2469","CIFS","China Internet Nationwide Financial Services Inc.","3.25","$71.87M","Consumer Services","Professional Services"
"2470","CJJD","China Jo-Jo Drugstores, Inc.","2.62","$75.81M","Consumer Durables","Specialty Chemicals"
"2471","CLDC","China Lending Corporation","1.191","$29.21M","Finance","Diversified Financial Services"
"2472","CHNR","China Natural Resources, Inc.","1.82","$45.34M","Basic Industries","Precious Metals"
"2473","CREG","China Recycling Energy Corporation","1.01","$10.4M","Miscellaneous","Business Services"
"2474","SXTC","China SXT Pharmaceuticals, Inc.","7.0555","$167.57M","Health Care","Major Pharmaceuticals"
"2475","CXDC","China XD Plastics Company Limited","2.55","$128.64M","Capital Goods","Containers/Packaging"
"2476","CCIH","ChinaCache International Holdings Ltd.","1.2111","$32.27M","Technology","EDP Services"
"2477","CNET","ChinaNet Online Holdings, Inc.","1.75","$28.23M","Technology","Computer Software: Programming, Data Processing"
"2478","IMOS","ChipMOS TECHNOLOGIES INC.","16.64","$601.35M","Technology","Semiconductors"
"2479","CDXC","ChromaDex Corporation","3.5","$192.86M","Consumer Durables","Specialty Chemicals"
"2480","CHSCM","CHS Inc","26.48","$503.12M","Consumer Services","Farming/Seeds/Milling"
"2481","CHDN","Churchill Downs, Incorporated","93.59","$11.43B","Consumer Services","Services-Misc. Amusement & Recreation"
"2482","CHUY","Chuy&#39;s Holdings, Inc.","23.1","$391.55M","Consumer Services","Restaurants"
"2483","CDTX","Cidara Therapeutics, Inc.","3.08","$85.47M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2484","CMCT","CIM Commercial Trust Corporation","18.22","$797.95M","Consumer Services","Real Estate Investment Trusts"
"2485","CMPR","Cimpress N.V","82.51","$2.54B","Miscellaneous","Publishing"
"2486","CINF","Cincinnati Financial Corporation","86.99","$14.16B","Finance","Property-Casualty Insurers"
"2487","CIDM","Cinedigm Corp","1.465","$52.27M","Consumer Services","Consumer Electronics/Video Chains"
"2488","CTAS","Cintas Corporation","208.35","$21.78B","Consumer Non-Durables","Apparel"
"2489","CRUS","Cirrus Logic, Inc.","41.07","$2.43B","Technology","Semiconductors"
"2490","CSCO","Cisco Systems, Inc.","51.41","$226.31B","Technology","Computer Communications Equipment"
"2491","CTRN","Citi Trends, Inc.","21.83","$266.33M","Consumer Services","Clothing/Shoe/Accessory Stores"
"2492","CTXR","Citius Pharmaceuticals, Inc.","1.21","$22.41M","Health Care","Major Pharmaceuticals"
"2493","CZNC","Citizens & Northern Corp","26.36","$324.74M","Finance","Major Banks"
"2494","CZWI","Citizens Community Bancorp, Inc.","12.25","$134.18M","Finance","Savings Institutions"
"2495","CZFC","Citizens First Corporation","25.65","$65.09M","Finance","Major Banks"
"2496","CIZN","Citizens Holding Company","21","$103M","Finance","Major Banks"
"2497","CTXS","Citrix Systems, Inc.","106.04","$13.97B","Technology","Computer Software: Prepackaged Software"
"2498","CHCO","City Holding Company","80.21","$1.33B","Finance","Major Banks"
"2499","CIVB","Civista Bancshares, Inc. ","21.54","$336.1M","Finance","Major Banks"
"2500","CLAR","Clarus Corporation","12.47","$387.89M","Consumer Non-Durables","Recreational Products/Toys"
"2501","CLNE","Clean Energy Fuels Corp.","2.22","$451.71M","Public Utilities","Natural Gas Distribution"
"2502","CLFD","Clearfield, Inc.","14.77","$201.79M","Public Utilities","Telecommunications Equipment"
"2503","CLRO","ClearOne, Inc.","1.89","$31.4M","Public Utilities","Telecommunications Equipment"
"2504","CLSD","Clearside Biomedical, Inc.","1.43","$45.79M","Health Care","Major Pharmaceuticals"
"2505","CLIR","ClearSign Combustion Corporation","1.08","$28.83M","Capital Goods","Industrial Machinery/Components"
"2506","CMTA","Clementia Pharmaceuticals Inc.","25.76","$974.05M","Health Care","Major Pharmaceuticals"
"2507","CBLI","Cleveland BioLabs, Inc.","1.35","$15.25M","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"2508","CLVS","Clovis Oncology, Inc.","29.99","$1.58B","Health Care","Major Pharmaceuticals"
"2509","CLPS","CLPS Incorporation","10.27","$141.87M","Technology","Computer Software: Prepackaged Software"
"2510","CMSS","CM Seven Star Acquisition Corporation","10.24","$269.55M","Consumer Durables","Automotive Aftermarket"
"2511","CME","CME Group Inc.","182.59","$65.33B","Finance","Investment Bankers/Brokers/Service"
"2512","CCNE","CNB Financial Corporation","28.28","$431.2M","Finance","Major Banks"
"2513","CCB","Coastal Financial Corporation","17","$202.18M","Finance","Major Banks"
"2514","COKE","Coca-Cola Consolidated, Inc.","248.2","$2.32B","Consumer Non-Durables","Beverages (Production/Distribution)"
"2515","COCP","Cocrystal Pharma, Inc.","2.9","$86.78M","Health Care","Major Pharmaceuticals"
"2516","CODA","Coda Octopus Group, Inc.","7.2","$76.78M","Capital Goods","Industrial Machinery/Components"
"2517","CDXS","Codexis, Inc.","20.91","$1.13B","Basic Industries","Major Chemicals"
"2518","CODX","Co-Diagnostics, Inc.","1.2","$20.22M","Health Care","Medical/Dental Instruments"
"2519","CVLY","Codorus Valley Bancorp, Inc","23.44","$209.94M","Finance","Savings Institutions"
"2520","JVA","Coffee Holding Co., Inc.","7.08","$39.43M","Consumer Non-Durables","Food Distributors"
"2521","CCOI","Cogent Communications Holdings, Inc.","49.26","$2.28B","Consumer Services","Telecommunications Equipment"
"2522","CGNX","Cognex Corporation","54.45","$9.3B","Capital Goods","Industrial Machinery/Components"
"2523","CTSH","Cognizant Technology Solutions Corporation","72.13","$41.48B","Technology","EDP Services"
"2524","CWBR","CohBar, Inc.","3.4","$144.69M","Health Care","Major Pharmaceuticals"
"2525","COHR","Coherent, Inc.","135.59","$3.3B","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"2526","CHRS","Coherus BioSciences, Inc.","14.36","$976.84M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2527","COHU","Cohu, Inc.","17.96","$730.98M","Capital Goods","Electrical Products"
"2528","CLCT","Collectors Universe, Inc.","17.55","$160.08M","Miscellaneous","Business Services"
"2529","COLL","Collegium Pharmaceutical, Inc.","18.29","$608.1M","Health Care","Major Pharmaceuticals"
"2530","CIGI","Colliers International Group Inc. ","68.49","$2.59B","Finance","Real Estate"
"2531","CLGN","CollPlant Holdings, Ltd.","5.16","$19.66M","Health Care","Industrial Specialties"
"2532","CBAN","Colony Bankcorp, Inc.","16.08","$135.79M","Finance","Major Banks"
"2533","COLB","Columbia Banking System, Inc.","37.89","$2.78B","Finance","Major Banks"
"2534","CLBK","Columbia Financial, Inc.","16.04","$1.86B","Finance","Savings Institutions"
"2535","COLM","Columbia Sportswear Company","105.12","$7.17B","Consumer Non-Durables","Apparel"
"2536","CMCO","Columbus McKinnon Corporation","37.46","$874.87M","Capital Goods","Construction/Ag Equipment/Trucks"
"2537","CMCSA","Comcast Corporation","39.1","$176.97B","Consumer Services","Television Services"
"2538","CCNI","Command Center, Inc.","4.02","$18.95M","Technology","Professional Services"
"2539","CBSH","Commerce Bancshares, Inc.","63.03","$6.99B","Finance","Major Banks"
"2540","CVGI","Commercial Vehicle Group, Inc.","8.31","$256.74M","Capital Goods","Auto Parts:O.E.M."
"2541","COMM","CommScope Holding Company, Inc.","23.42","$4.51B","Technology","Radio And Television Broadcasting And Communications Equipment"
"2542","JCS","Communications Systems, Inc.","2.58","$23.63M","Public Utilities","Telecommunications Equipment"
"2543","ESXB","Community Bankers Trust Corporation.","8.08","$178.83M","Finance","Major Banks"
"2544","CFBI","Community First Bancshares, Inc.","10.3025","$76.63M","Finance","Savings Institutions"
"2545","CTBI","Community Trust Bancorp, Inc.","42.79","$758.78M","Finance","Major Banks"
"2546","CWBC","Community West Bancshares","10.25","$84.87M","Finance","Major Banks"
"2547","CVLT","Commvault Systems, Inc.","67.5","$3.1B","Technology","Computer Software: Prepackaged Software"
"2548","CGEN","Compugen Ltd.","3.52","$210.67M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2549","CPSI","Computer Programs and Systems, Inc.","32.45","$457.09M","Technology","EDP Services"
"2550","CTG","Computer Task Group, Incorporated","4.18","$59.69M","Technology","EDP Services"
"2551","SCOR","comScore, Inc.","23.07","$1.36B","Miscellaneous","Business Services"
"2552","CHCI","Comstock Holding Companies, Inc.","2.28","$8.75M","Capital Goods","Homebuilding"
"2553","CMTL","Comtech Telecommunications Corp.","26.86","$642.11M","Technology","Radio And Television Broadcasting And Communications Equipment"
"2554","CNAT","Conatus Pharmaceuticals Inc.","2.12","$70.27M","Health Care","Major Pharmaceuticals"
"2555","CNCE","Concert Pharmaceuticals, Inc.","15.01","$351.68M","Health Care","Major Pharmaceuticals"
"2556","BBCP","Concrete Pumping Holdings, Inc. ","7.79","$224.72M","Basic Industries","Engineering & Construction"
"2557","CDOR","Condor Hospitality Trust, Inc.","7.99","$94.98M","Consumer Services","Real Estate Investment Trusts"
"2558","CFMS","ConforMIS, Inc.","1.27","$82.92M","Health Care","Industrial Specialties"
"2559","CNFR","Conifer Holdings, Inc.","4.2","$36.13M","Finance","Property-Casualty Insurers"
"2560","CNMD","CONMED Corporation","78.76","$2.22B","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"2561","CTWS","Connecticut Water Service, Inc.","67.42","$812.39M","Public Utilities","Water Supply"
"2562","CNOB","ConnectOne Bancorp, Inc.","21.94","$773.89M","Finance","Major Banks"
"2563","CONN","Conn&#39;s, Inc.","23.43","$743.39M","Consumer Services","Consumer Electronics/Video Chains"
"2564","CNSL","Consolidated Communications Holdings, Inc.","9.8","$697.64M","Public Utilities","Telecommunications Equipment"
"2565","CWCO","Consolidated Water Co. Ltd.","13.74","$205.61M","Public Utilities","Water Supply"
"2566","CNAC","Constellation Alpha Capital Corp.","10.33","$191.41M","Health Care","Medical Specialities"
"2567","CNST","Constellation Pharmaceuticals, Inc.","10.42","$268.68M","Health Care","Major Pharmaceuticals"
"2568","ROAD","Construction Partners, Inc.","12.14","$624.17M","Basic Industries","Military/Government/Technical"
"2569","CPSS","Consumer Portfolio Services, Inc.","4.2","$94.88M","Finance","Finance: Consumer Services"
"2570","CFRX","ContraFect Corporation","0.4599","$36.52M","Health Care","Major Pharmaceuticals"
"2571","CTRV","ContraVir Pharmaceuticals Inc.","0.2462","$4.02M","Health Care","Major Pharmaceuticals"
"2572","CTRL","Control4 Corporation","17.92","$475.25M","Capital Goods","Electrical Products"
"2573","AWSM","Cool Holdings Inc.","2.56","$19.95M","Consumer Non-Durables","Electronic Components"
"2574","CPRT","Copart, Inc.","58.4","$13.67B","Consumer Durables","Automotive Aftermarket"
"2575","CRBP","Corbus Pharmaceuticals Holdings, Inc.","6.3","$360.66M","Health Care","Major Pharmaceuticals"
"2576","CORT","Corcept Therapeutics Incorporated","12.81","$1.48B","Health Care","Major Pharmaceuticals"
"2577","CORE","Core-Mark Holding Company, Inc.","35.92","$1.64B","Consumer Non-Durables","Food Distributors"
"2578","CSOD","Cornerstone OnDemand, Inc.","57.32","$3.36B","Technology","Computer Software: Prepackaged Software"
"2579","CORV","Correvio Pharma Corp.","3.3","$129.37M","Health Care","Major Pharmaceuticals"
"2580","CRVL","CorVel Corp.","68.34","$1.27B","Finance","Specialty Insurers"
"2581","CRVS","Corvus Pharmaceuticals, Inc.","4.83","$141.43M","Health Care","Major Pharmaceuticals"
"2582","CSGP","CoStar Group, Inc.","476.88","$17.37B","Miscellaneous","Business Services"
"2583","COST","Costco Wholesale Corporation","219.44","$96.66B","Consumer Services","Department/Specialty Retail Stores"
"2584","CPAH","CounterPath Corporation","1.6","$9.51M","Technology","Computer Software: Prepackaged Software"
"2585","ICBK","County Bancorp, Inc.","19.13","$128.11M","Finance","Major Banks"
"2586","COUP","Coupa Software Incorporated","95.82","$5.7B","Technology","Computer Software: Prepackaged Software"
"2587","CVTI","Covenant Transportation Group, Inc.","22.98","$421.59M","Transportation","Trucking Freight/Courier Services"
"2588","CVET","Covetrus, Inc.","36.23","$4.03B","Health Care","Medical/Nursing Services"
"2589","COWN","Cowen Inc.","15.68","$473.13M","Finance","Investment Bankers/Brokers/Service"
"2590","PMTS","CPI Card Group Inc.","3.6702","$40.96M","Finance","Finance Companies"
"2591","CPSH","CPS Technologies Corp.","1.4997","$19.8M","Capital Goods","Building Materials"
"2592","CRAI","CRA International,Inc.","50.16","$406.35M","Miscellaneous","Other Consumer Services"
"2593","CBRL","Cracker Barrel Old Country Store, Inc.","161.5","$3.88B","Consumer Services","Restaurants"
"2594","BREW","Craft Brew Alliance, Inc.","17","$329.49M","Consumer Non-Durables","Beverages (Production/Distribution)"
"2595","CRAY","Cray Inc","24.77","$1.01B","Technology","Computer Manufacturing"
"2596","CREX","Creative Realities, Inc.","2.6","$7.7M","Technology","EDP Services"
"2597","CACC","Credit Acceptance Corporation","446.83","$8.39B","Finance","Finance: Consumer Services"
"2598","DGLD","Credit Suisse AG","46.38","$18.74M","Finance","Investment Bankers/Brokers/Service"
"2599","CREE","Cree, Inc.","54.95","$5.67B","Technology","Semiconductors"
"2600","CRESY","Cresud S.A.C.I.F. y A.","12.25","$878.42M","Finance","Real Estate"
"2601","CRNX","Crinetics Pharmaceuticals, Inc.","23.86","$573.52M","Health Care","Major Pharmaceuticals"
"2602","CRSP","CRISPR Therapeutics AG","39.97","$2.08B","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2603","CRTO","Criteo S.A.","27.15","$1.74B","Technology","Advertising"
"2604","CROX","Crocs, Inc.","25.12","$1.68B","Consumer Non-Durables","Shoe Manufacturing"
"2605","CRON","Cronos Group Inc.","21.71","$3.88B","Consumer Durables","Specialty Chemicals"
"2606","CCRN","Cross Country Healthcare, Inc.","8.39","$304.14M","Technology","Professional Services"
"2607","CRWS","Crown Crafts, Inc.","5.4101","$54.76M","Basic Industries","Textiles"
"2608","CYRX","CryoPort, Inc.","11.81","$357.13M","Transportation","Oil Refining/Marketing"
"2609","CSGS","CSG Systems International, Inc.","41.82","$1.39B","Technology","EDP Services"
"2610","CCLP","CSI Compressco LP","3.1","$139.02M","Energy","Oilfield Services/Equipment"
"2611","CSPI","CSP Inc.","10.0999","$40.59M","Technology","EDP Services"
"2612","CSWI","CSW Industrials, Inc.","57.54","$867.22M","Basic Industries","Home Furnishings"
"2613","CSX","CSX Corporation","72.45","$59.09B","Transportation","Railroads"
"2614","CTIC","CTI BioPharma Corp.","1.1","$63.79M","Health Care","Major Pharmaceuticals"
"2615","CTIB","CTI Industries Corporation","2.87","$10.65M","Basic Industries","Specialty Chemicals"
"2616","CTRP","Ctrip.com International, Ltd.","34.36","$18.58B","Miscellaneous","Business Services"
"2617","CUE","Cue Biopharma, Inc.","6.79","$140.54M","Health Care","Major Pharmaceuticals"
"2618","CUI","CUI Global, Inc.","1.44","$41.11M","Consumer Non-Durables","Electronic Components"
"2619","CPIX","Cumberland Pharmaceuticals Inc.","5.6577","$87.85M","Health Care","Major Pharmaceuticals"
"2620","CMLS","Cumulus Media Inc.","18.2","$300.01M","Consumer Services","Broadcasting"
"2621","CRIS","Curis, Inc.","1.06","$35.1M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2622","CUTR","Cutera, Inc.","17.72","$246.38M","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"2623","CVBF","CVB Financial Corporation","22.82","$3.2B","Finance","Major Banks"
"2624","CVV","CVD Equipment Corporation","4.14","$26.94M","Technology","Industrial Machinery/Components"
"2625","CYAN","Cyanotech Corporation","4.05","$23.64M","Consumer Durables","Specialty Chemicals"
"2626","CYBR","CyberArk Software Ltd.","109.93","$3.91B","Technology","Computer Software: Prepackaged Software"
"2627","CYBE","CyberOptics Corporation","19.775","$139.97M","Capital Goods","Electronic Components"
"2628","CYCC","Cyclacel Pharmaceuticals, Inc.","0.81","$10.12M","Health Care","Major Pharmaceuticals"
"2629","CBAY","CymaBay Therapeutics Inc.","12.69","$754.28M","Health Care","Major Pharmaceuticals"
"2630","CY","Cypress Semiconductor Corporation","15.56","$5.63B","Technology","Semiconductors"
"2631","CYRN","CYREN Ltd.","2.36","$126.81M","Technology","Computer Software: Prepackaged Software"
"2632","CONE","CyrusOne Inc","50.4","$5.46B","Consumer Services","Real Estate Investment Trusts"
"2633","CYTK","Cytokinetics, Incorporated","7.24","$396.11M","Health Care","Major Pharmaceuticals"
"2634","CTMX","CytomX Therapeutics, Inc.","10.98","$494.18M","Health Care","Major Pharmaceuticals"
"2635","CYTX","Cytori Therapeutics Inc.","0.2549","$3.37M","Health Care","Medical/Dental Instruments"
"2636","CTSO","Cytosorbents Corporation","8.3","$262.71M","Health Care","Medical/Dental Instruments"
"2637","CYTR","CytRx Corporation","0.7439","$25.02M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2638","DJCO","Daily Journal Corp. (S.C.)","229.47","$316.84M","Consumer Services","Newspapers/Magazines"
"2639","DAKT","Daktronics, Inc.","8.22","$368.75M","Consumer Durables","Miscellaneous manufacturing industries"
"2640","DARE","Dare Bioscience, Inc.","0.85","$9.71M","Health Care","Major Pharmaceuticals"
"2641","DRIO","DarioHealth Corp.","0.7301","$26.69M","Health Care","Medical/Dental Instruments"
"2642","DZSI","DASAN Zhone Solutions, Inc.","11.32","$187.63M","Public Utilities","Telecommunications Equipment"
"2643","DSKE","Daseke, Inc.","4.74","$305.51M","Consumer Services","Transportation Services"
"2644","DAIO","Data I/O Corporation","6.33","$53.43M","Capital Goods","Electrical Products"
"2645","DTSS","Datasea Inc.","3.2969","$69.05M","Technology","Computer Software: Prepackaged Software"
"2646","PLAY","Dave & Buster&#39;s Entertainment, Inc.","51.79","$2B","Consumer Services","Restaurants"
"2647","DTEA","DAVIDsTEA Inc.","1.41","$36.67M","Consumer Non-Durables","Food Chains"
"2648","DWSN","Dawson Geophysical Company","3.46","$79.38M","Energy","Oil & Gas Production"
"2649","DBVT","DBV Technologies S.A.","8.49","$511.23M","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2650","DDMX","DD3 Acquisition Corp.","9.77","$70.57M","Finance","Business Services"
"2651","DCPH","Deciphera Pharmaceuticals, Inc.","28.64","$1.08B","Health Care","Major Pharmaceuticals"
"2652","DFRG","Del Frisco&#39;s Restaurant Group, Inc.","8.46","$281.9M","Consumer Services","Restaurants"
"2653","TACO","Del Taco Restaurants, Inc.","10.47","$395.39M","Consumer Services","Restaurants"
"2654","DMPI","DelMar Pharmaceuticals, Inc.","0.329","$8.42M","Health Care","Major Pharmaceuticals"
"2655","DNLI","Denali Therapeutics Inc.","22.88","$2.17B","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"2656","DENN","Denny&#39;s Corporation","17.43","$1.09B","Consumer Services","Restaurants"
"2657","XRAY","DENTSPLY SIRONA Inc.","49.13","$10.93B","Health Care","Medical/Dental Instruments"
"2658","DERM","Dermira, Inc.","8.55","$360.13M","Health Care","Major Pharmaceuticals"
"2659","DEST","Destination Maternity Corporation","2.33","$33.66M","Consumer Services","Clothing/Shoe/Accessory Stores"
"2660","DXLG","Destination XL Group, Inc.","2.6","$128.64M","Consumer Services","Clothing/Shoe/Accessory Stores"
"2661","DSWL","Deswell Industries, Inc.","3.01","$47.81M","Consumer Non-Durables","Plastic Products"
"2662","DXCM","DexCom, Inc.","143.49","$12.91B","Health Care","Medical/Dental Instruments"
"2663","DFBH","DFB Healthcare Acquisitions Corp.","9.95","$310.94M","Finance","Business Services"
"2664","DMAC","DiaMedica Therapeutics Inc.","3.45","$41.25M","Health Care","Major Pharmaceuticals"
"2665","DHIL","Diamond Hill Investment Group, Inc.","142.7","$501.1M","Finance","Investment Managers"
"2666","FANG","Diamondback Energy, Inc.","104.79","$17.19B","Energy","Oil & Gas Production"
"2667","DCIX","Diana Containerships Inc.","0.8","$11.57M","Transportation","Marine Transportation"
"2668","DRNA","Dicerna Pharmaceuticals, Inc.","12.93","$811.12M","Health Care","Major Pharmaceuticals"
"2669","DFFN","Diffusion Pharmaceuticals Inc.","3.53","$11.92M","Health Care","Major Pharmaceuticals"
"2670","DGII","Digi International Inc.","13.02","$360.33M","Technology","Computer Communications Equipment"
"2671","DMRC","Digimarc Corporation","30.91","$367.41M","Technology","EDP Services"
"2672","DRAD","Digirad Corporation","0.7337","$14.84M","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"2673","DGLY","Digital Ally, Inc.","4.2","$43.78M","Technology","Radio And Television Broadcasting And Communications Equipment"
"2674","APPS","Digital Turbine, Inc.","3.27","$256.93M","Miscellaneous","Multi-Sector Companies"
"2675","DCOM","Dime Community Bancshares, Inc.","19.97","$720.78M","Finance","Savings Institutions"
"2676","DIOD","Diodes Incorporated","40.3","$2.02B","Technology","Semiconductors"
"2677","DISCA","Discovery, Inc.","29.08","$15.22B","Consumer Services","Television Services"
"2678","DISH","DISH Network Corporation","32.23","$15.08B","Consumer Services","Television Services"
"2679","DVCR","Diversicare Healthcare Services Inc.","3.6","$23.46M","Health Care","Hospital/Nursing Management"
"2680","SAUC","Diversified Restaurant Holdings, Inc.","1.13","$36.81M","Consumer Services","Restaurants"
"2681","DLHC","DLH Holdings Corp.","6.3","$75.83M","Technology","Professional Services"
"2682","BOOM","DMC Global Inc.","47.28","$704.4M","Capital Goods","Industrial Specialties"
"2683","DNBF","DNB Financial Corp","39","$168.55M","Finance","Major Banks"
"2684","DOCU","DocuSign, Inc.","56.29","$9.3B","Technology","Computer Software: Prepackaged Software"
"2685","DOGZ","Dogness (International) Corporation","3.41","$88.37M","Consumer Durables","Miscellaneous manufacturing industries"
"2686","DLTR","Dollar Tree, Inc.","96.36","$22.93B","Consumer Services","Department/Specialty Retail Stores"
